ref_area.label,indicator.label,source.label,sex.label,classif1.label,classif2.label,time,obs_value,obs_status.label,note_classif.label,note_indicator.label,note_source.label
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Total,Age (10-year bands): 45-54,Area type: Not elsewhere classified,2022,16.417,,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Total,Age (10-year bands): 55-64,Area type: National,2022,32.823,,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Total,Age (10-year bands): 55-64,Area type: Rural,2022,7.13,,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Total,Age (10-year bands): 55-64,Area type: Urban,2022,16.286,,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Total,Age (10-year bands): 55-64,Area type: Not elsewhere classified,2022,9.407,,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Total,Age (10-year bands): 65+,Area type: National,2022,2.098,,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Total,Age (10-year bands): 65+,Area type: Rural,2022,1.389,Unreliable,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Total,Age (10-year bands): 65+,Area type: Urban,2022,0.358,Unreliable,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Total,Age (10-year bands): 65+,Area type: Not elsewhere classified,2022,,Unreliable,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Male,Age (10-year bands): Total,Area type: National,2022,469.24,,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Male,Age (10-year bands): Total,Area type: Rural,2022,164.611,,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Male,Age (10-year bands): Total,Area type: Urban,2022,198.843,,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Male,Age (10-year bands): Total,Area type: Not elsewhere classified,2022,105.786,,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Male,Age (10-year bands): 15-24,Area type: National,2022,182.268,,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Male,Age (10-year bands): 15-24,Area type: Rural,2022,75.852,,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Male,Age (10-year bands): 15-24,Area type: Urban,2022,66.221,,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Male,Age (10-year bands): 15-24,Area type: Not elsewhere classified,2022,40.195,,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Male,Age (10-year bands): 25-34,Area type: National,2022,147.818,,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Male,Age (10-year bands): 25-34,Area type: Rural,2022,51.795,,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Male,Age (10-year bands): 25-34,Area type: Urban,2022,64.561,,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Male,Age (10-year bands): 25-34,Area type: Not elsewhere classified,2022,31.463,,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Male,Age (10-year bands): 35-44,Area type: National,2022,61.104,,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Male,Age (10-year bands): 35-44,Area type: Rural,2022,18.134,,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Male,Age (10-year bands): 35-44,Area type: Urban,2022,26.975,,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Male,Age (10-year bands): 35-44,Area type: Not elsewhere classified,2022,15.994,,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Male,Age (10-year bands): 45-54,Area type: National,2022,50.59,,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Male,Age (10-year bands): 45-54,Area type: Rural,2022,13.6,,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Male,Age (10-year bands): 45-54,Area type: Urban,2022,28.121,,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Male,Age (10-year bands): 45-54,Area type: Not elsewhere classified,2022,8.87,,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Male,Age (10-year bands): 55-64,Area type: National,2022,25.949,,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Male,Age (10-year bands): 55-64,Area type: Rural,2022,4.273,,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Male,Age (10-year bands): 55-64,Area type: Urban,2022,12.762,,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Male,Age (10-year bands): 55-64,Area type: Not elsewhere classified,2022,8.913,,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Male,Age (10-year bands): 65+,Area type: National,2022,1.512,Unreliable,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Male,Age (10-year bands): 65+,Area type: Rural,2022,0.958,Unreliable,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Male,Age (10-year bands): 65+,Area type: Urban,2022,,Unreliable,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Male,Age (10-year bands): 65+,Area type: Not elsewhere classified,2022,,Unreliable,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Female,Age (10-year bands): Total,Area type: National,2022,382.53,,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Female,Age (10-year bands): Total,Area type: Rural,2022,119.792,,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Female,Age (10-year bands): Total,Area type: Urban,2022,168.016,,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Female,Age (10-year bands): Total,Area type: Not elsewhere classified,2022,94.722,,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Female,Age (10-year bands): 15-24,Area type: National,2022,156.572,,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Female,Age (10-year bands): 15-24,Area type: Rural,2022,57.431,,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Female,Age (10-year bands): 15-24,Area type: Urban,2022,59.912,,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Female,Age (10-year bands): 15-24,Area type: Not elsewhere classified,2022,39.228,,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Female,Age (10-year bands): 25-34,Area type: National,2022,124.009,,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Female,Age (10-year bands): 25-34,Area type: Rural,2022,38.643,,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Female,Age (10-year bands): 25-34,Area type: Urban,2022,54.163,,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Female,Age (10-year bands): 25-34,Area type: Not elsewhere classified,2022,31.203,,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Female,Age (10-year bands): 35-44,Area type: National,2022,62.982,,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Female,Age (10-year bands): 35-44,Area type: Rural,2022,14.64,,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Female,Age (10-year bands): 35-44,Area type: Urban,2022,32.092,,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Female,Age (10-year bands): 35-44,Area type: Not elsewhere classified,2022,16.25,,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Female,Age (10-year bands): 45-54,Area type: National,2022,31.507,,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Female,Age (10-year bands): 45-54,Area type: Rural,2022,5.79,,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Female,Age (10-year bands): 45-54,Area type: Urban,2022,18.17,,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Female,Age (10-year bands): 45-54,Area type: Not elsewhere classified,2022,7.547,,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Female,Age (10-year bands): 55-64,Area type: National,2022,6.875,,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Female,Age (10-year bands): 55-64,Area type: Rural,2022,2.857,,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Female,Age (10-year bands): 55-64,Area type: Urban,2022,3.524,,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Female,Age (10-year bands): 55-64,Area type: Not elsewhere classified,2022,0.494,Unreliable,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Female,Age (10-year bands): 65+,Area type: National,2022,0.586,Unreliable,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Female,Age (10-year bands): 65+,Area type: Rural,2022,,Unreliable,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Female,Age (10-year bands): 65+,Area type: Urban,2022,,Unreliable,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Female,Age (10-year bands): 65+,Area type: Not elsewhere classified,2022,,Unreliable,,,Repository: ILO-STATISTICS - Micro data processing
